DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
2016-08-22,1.3506,6.6475
2016-08-23,1.3511,6.6378
2016-08-24,1.3552,6.6562
2016-08-25,1.3538,6.656
2016-08-26,1.3548,6.669
2016-08-29,1.3602,6.6775
2016-08-30,1.3638,6.6778
2016-08-31,1.363,6.6776
2016-09-01,1.3593,6.6713
2016-09-02,1.3594,6.679
2016-09-05,ND,ND
2016-09-06,1.3476,6.6722
2016-09-07,1.3465,6.66
2016-09-08,1.3492,6.664
2016-09-09,1.3592,6.6778
2016-09-12,1.3591,6.6788
2016-09-13,1.366,6.6782
2016-09-14,1.3629,6.6707
2016-09-15,1.3627,6.6707
2016-09-16,1.3681,6.6707
2016-09-19,1.3605,6.665
2016-09-20,1.3621,6.67
2016-09-21,1.3577,6.6695
2016-09-22,1.3558,6.663
2016-09-23,1.3592,6.669
2016-09-26,1.3593,6.6683
2016-09-27,1.3609,6.6691
2016-09-28,1.3617,6.673
2016-09-29,1.3621,6.665
2016-09-30,1.3628,6.6685
2016-10-03,1.3658,6.6685
2016-10-04,1.3701,6.6685
2016-10-05,1.3701,6.6685
2016-10-06,1.3726,6.6685
2016-10-07,1.3755,6.6685
2016-10-10,ND,ND
2016-10-11,1.3784,6.719
2016-10-12,1.3853,6.718
2016-10-13,1.3838,6.7248
2016-10-14,1.3901,6.7277
2016-10-17,1.3891,6.735
2016-10-18,1.3848,6.7401
2016-10-19,1.3865,6.737
2016-10-20,1.3912,6.7439
2016-10-21,1.3954,6.7654
2016-10-24,1.3939,6.7728
2016-10-25,1.3906,6.778
2016-10-26,1.3898,6.7706
2016-10-27,1.3953,6.7819
2016-10-28,1.3938,6.776
2016-10-31,1.3917,6.7735
2016-11-01,1.3887,6.763
2016-11-02,1.3826,6.7606
2016-11-03,1.3843,6.7612
2016-11-04,1.3832,6.7534
2016-11-07,1.3902,6.774
2016-11-08,1.389,6.784
2016-11-09,1.3953,6.7769
2016-11-10,1.4089,6.7987
2016-11-11,ND,ND
2016-11-14,1.4175,6.8447
2016-11-15,1.4154,6.8556
2016-11-16,1.4148,6.877
2016-11-17,1.4177,6.8674
2016-11-18,1.4255,6.8873
2016-11-21,1.426,6.8918
2016-11-22,1.4246,6.888
2016-11-23,1.4325,6.9195
2016-11-24,ND,ND
2016-11-25,1.4287,6.9176
2016-11-28,1.426,6.9055
2016-11-29,1.4263,6.8933
2016-11-30,1.4336,6.8837
2016-12-01,1.427,6.883
2016-12-02,1.4207,6.883
2016-12-05,1.4232,6.8775
2016-12-06,1.4195,6.879
2016-12-07,1.4182,6.878
2016-12-08,1.424,6.8771
2016-12-09,1.4312,6.9042
2016-12-12,1.4258,6.9045
2016-12-13,1.4236,6.8984
2016-12-14,1.4227,6.9025
2016-12-15,1.4478,6.941
2016-12-16,1.445,6.958
2016-12-19,1.4458,6.9506
2016-12-20,1.4443,6.947
2016-12-21,1.4434,6.939
2016-12-22,1.4476,6.9473
2016-12-23,1.4469,6.9432
2016-12-26,ND,ND
2016-12-27,1.449,6.9491
2016-12-28,1.4522,6.9559
2016-12-29,1.4482,6.9535
2016-12-30,1.4465,6.943
2017-01-02,ND,ND
2017-01-03,1.4498,6.9575
2017-01-04,1.4409,6.9322
2017-01-05,1.4292,6.887
2017-01-06,1.4372,6.9176
2017-01-09,1.4345,6.935
2017-01-10,1.4348,6.918
2017-01-11,1.4364,6.9365
2017-01-12,1.4221,6.889
2017-01-13,1.4313,6.8985
2017-01-16,ND,ND
2017-01-17,1.4171,6.852
2017-01-18,1.4235,6.836
2017-01-19,1.4289,6.868
2017-01-20,ND,ND
2017-01-23,1.4186,6.8514
2017-01-24,1.4178,6.8555
2017-01-25,1.4168,6.8812
2017-01-26,1.425,6.8768
2017-01-27,1.4281,6.8768
2017-01-30,1.422,6.8768
2017-01-31,1.4095,6.8768
2017-02-01,1.4151,6.8768
2017-02-02,1.4086,6.8768
2017-02-03,1.407,6.865
2017-02-06,1.4113,6.86
2017-02-07,1.4163,6.8821
2017-02-08,1.4149,6.87
2017-02-09,1.4195,6.866
2017-02-10,1.4194,6.8775
2017-02-13,1.4235,6.8776
2017-02-14,1.4204,6.8649
2017-02-15,1.4202,6.8685
2017-02-16,1.4186,6.8517
2017-02-17,1.4197,6.864
2017-02-20,ND,ND
2017-02-21,1.4204,6.881
2017-02-22,1.4157,6.8765
2017-02-23,1.4058,6.8622
2017-02-24,1.4039,6.8645
2017-02-27,1.4004,6.8675
2017-02-28,1.399,6.8665
2017-03-01,1.4088,6.8794
2017-03-02,1.4114,6.8868
2017-03-03,1.4155,6.8954
2017-03-06,1.4119,6.8955
2017-03-07,1.4106,6.9
2017-03-08,1.4175,6.9113
2017-03-09,1.4192,6.9086
2017-03-10,1.4136,6.905
2017-03-13,1.413,6.905
2017-03-14,1.414,6.913
2017-03-15,1.4121,6.9132
2017-03-16,1.4012,6.913
2017-03-17,1.402,6.9
2017-03-20,1.3957,6.905
2017-03-21,1.3982,6.883
2017-03-22,1.3983,6.8785
2017-03-23,1.3989,6.8843
2017-03-24,1.3991,6.8803
2017-03-27,1.3926,6.8687
2017-03-28,1.3932,6.8779
2017-03-29,1.3955,6.8879
2017-03-30,1.3942,6.887
2017-03-31,1.3967,6.8832
2017-04-03,1.3975,6.8832
2017-04-04,1.3985,6.8832
2017-04-05,1.4009,6.892
2017-04-06,1.4023,6.8955
2017-04-07,1.4021,6.8978
2017-04-10,1.4045,6.8988
2017-04-11,1.4029,6.8893
2017-04-12,1.3999,6.889
2017-04-13,1.3975,6.8865
2017-04-14,1.3969,6.8835
2017-04-17,1.3954,6.88
2017-04-18,1.3967,6.8778
2017-04-19,1.3987,6.886
2017-04-20,1.3965,6.88
2017-04-21,1.3968,6.8845
2017-04-24,1.3933,6.884
2017-04-25,1.3927,6.8824
2017-04-26,1.3977,6.8918
2017-04-27,1.3975,6.8958
2017-04-28,1.397,6.89
2017-05-01,1.3958,6.89
2017-05-02,1.3951,6.8949
2017-05-03,1.3951,6.8968
2017-05-04,1.4008,6.8959
2017-05-05,1.4041,6.9021
2017-05-08,1.4049,6.904
2017-05-09,1.4112,6.906
2017-05-10,1.4099,6.9011
2017-05-11,1.4084,6.9033
2017-05-12,1.4044,6.8972
2017-05-15,1.398,6.89
2017-05-16,1.3958,6.884
2017-05-17,1.3914,6.8773
2017-05-18,1.3918,6.888
2017-05-19,1.3867,6.883
2017-05-22,1.3864,6.8828
2017-05-23,1.3898,6.888
2017-05-24,1.3895,6.8883
2017-05-25,1.3844,6.8672
2017-05-26,1.3816,6.8525
2017-05-29,ND,ND
2017-05-30,1.384,6.8525
2017-05-31,1.3833,6.8098
2017-06-01,1.3859,6.8029
2017-06-02,1.3813,6.8085
2017-06-05,1.3818,6.803
2017-06-06,1.3792,6.7945
2017-06-07,1.3816,6.7935
2017-06-08,1.3813,6.799
2017-06-09,1.3837,6.797
2017-06-12,1.3842,6.7974
2017-06-13,1.3818,6.7981
2017-06-14,1.3718,6.7888
2017-06-15,1.3828,6.8061
2017-06-16,1.383,6.8097
2017-06-19,1.3858,6.818
2017-06-20,1.3902,6.8285
2017-06-21,1.3912,6.8275
2017-06-22,1.3909,6.8275
2017-06-23,1.386,6.8345
2017-06-26,1.3875,6.8382
2017-06-27,1.3867,6.81
2017-06-28,1.3818,6.7984
2017-06-29,1.3799,6.784
2017-06-30,1.3765,6.7793
2017-07-03,1.3825,6.7984
2017-07-04,ND,ND
2017-07-05,1.3821,6.7995
2017-07-06,1.3826,6.799
2017-07-07,1.3823,6.8039
2017-07-10,1.385,6.8026
2017-07-11,1.3845,6.801
2017-07-12,1.3781,6.7865
2017-07-13,1.3768,6.7825
2017-07-14,1.3717,6.7741
2017-07-17,1.3693,6.769
2017-07-18,1.3659,6.7451
2017-07-19,1.3684,6.7511
2017-07-20,1.3662,6.757
2017-07-21,1.3628,6.7663
2017-07-24,1.3616,6.7488
2017-07-25,1.3611,6.7495
2017-07-26,1.3612,6.753
2017-07-27,1.3598,6.741
2017-07-28,1.3571,6.7362
2017-07-31,1.3559,6.724
2017-08-01,1.3579,6.717
2017-08-02,1.3585,6.72
2017-08-03,1.3588,6.715
2017-08-04,1.3604,6.7272
2017-08-07,1.3634,6.7207
2017-08-08,1.3638,6.7049
2017-08-09,1.3643,6.672
2017-08-10,1.3634,6.646
2017-08-11,1.3615,6.6612
2017-08-14,1.3619,6.6695
2017-08-15,1.3671,6.6845
2017-08-16,1.3676,6.69
2017-08-17,1.3647,6.673
2017-08-18,1.3634,6.67
2017-08-21,1.3611,6.663
2017-08-22,1.3616,6.66
2017-08-23,1.3619,6.6569
2017-08-24,1.3613,6.66
2017-08-25,1.3558,6.6465
2017-08-28,1.3546,6.6084
2017-08-29,1.352,6.5945
2017-08-30,1.3562,6.5918
2017-08-31,1.3565,6.5888
2017-09-01,1.3565,6.5552
2017-09-04,ND,ND
2017-09-05,1.3524,6.5345
2017-09-06,1.3492,6.5221
2017-09-07,1.3403,6.483
2017-09-08,1.3391,6.4773
2017-09-11,1.3455,6.5254
2017-09-12,1.3468,6.5334
2017-09-13,1.3494,6.54
2017-09-14,1.3495,6.552
2017-09-15,1.3453,6.55
2017-09-18,1.3481,6.5725
2017-09-19,1.347,6.58
2017-09-20,1.3437,6.57
2017-09-21,1.3493,6.5861
2017-09-22,1.3435,6.5899
2017-09-25,1.3513,6.6189
2017-09-26,1.3559,6.6371
2017-09-27,1.3588,6.64
2017-09-28,1.3587,6.6591
2017-09-29,1.3573,6.6533
2017-10-02,1.361,6.6533
2017-10-03,1.3614,6.6533
2017-10-04,1.3618,6.6533
2017-10-05,1.3635,6.6533
2017-10-06,1.3651,6.6533
2017-10-09,ND,ND
2017-10-10,1.3555,6.5712
2017-10-11,1.3553,6.587
2017-10-12,1.3531,6.5855
2017-10-13,1.3505,6.5785
2017-10-16,1.3515,6.5885
2017-10-17,1.3566,6.622
2017-10-18,1.3578,6.625
2017-10-19,1.3562,6.6126
2017-10-20,1.3613,6.6185
2017-10-23,1.3619,6.638
2017-10-24,1.3622,6.6335
2017-10-25,1.3614,6.635
2017-10-26,1.3635,6.6392
2017-10-27,1.3672,6.6498
2017-10-30,1.361,6.6498
2017-10-31,1.3622,6.6328
2017-11-01,1.3608,6.6018
2017-11-02,1.3591,6.6068
2017-11-03,1.3636,6.636
2017-11-06,1.3627,6.6311
2017-11-07,1.3646,6.638
2017-11-08,1.3615,6.6249
2017-11-09,1.3592,6.6378
2017-11-10,ND,ND
2017-11-13,1.3623,6.6385
2017-11-14,1.3597,6.635
2017-11-15,1.3576,6.62
2017-11-16,1.3558,6.6273
2017-11-17,1.3539,6.6245
2017-11-20,1.3572,6.6245
2017-11-21,1.3538,6.6265
2017-11-22,1.349,6.6086
2017-11-23,ND,ND
2017-11-24,1.345,6.5998
2017-11-27,1.3461,6.5967
2017-11-28,1.3447,6.6044
2017-11-29,1.3466,6.6091
2017-11-30,1.3482,6.609
2017-12-01,1.345,6.6137
2017-12-04,1.3487,6.6185
2017-12-05,1.3477,6.617
2017-12-06,1.3493,6.6136
2017-12-07,1.3498,6.6173
2017-12-08,1.3529,6.6199
2017-12-11,1.3505,6.6175
2017-12-12,1.3534,6.621
2017-12-13,1.3502,6.6171
2017-12-14,1.3466,6.6091
2017-12-15,1.348,6.6088
2017-12-18,1.3466,6.6088
2017-12-19,1.3476,6.6088
2017-12-20,1.3436,6.5771
2017-12-21,1.3436,6.5833
2017-12-22,1.3441,6.575
2017-12-25,ND,ND
2017-12-26,1.3433,6.5429
2017-12-27,1.3393,6.556
2017-12-28,1.3374,6.5322
2017-12-29,1.3363,6.5063
2018-01-01,ND,ND
2018-01-02,1.3291,6.491
2018-01-03,1.3283,6.501
2018-01-04,1.3281,6.4915
2018-01-05,1.3268,6.4875
2018-01-08,1.3323,6.497
2018-01-09,1.3355,6.5263
2018-01-10,1.3341,6.5055
2018-01-11,1.3295,6.4956
2018-01-12,1.3275,6.4607
2018-01-15,ND,ND
2018-01-16,1.3227,6.4395
2018-01-17,1.3226,6.433
2018-01-18,1.3213,6.4175
2018-01-19,1.3204,6.399
2018-01-22,1.3203,6.4035
2018-01-23,1.3181,6.4
2018-01-24,1.3083,6.365
2018-01-25,1.3037,6.3189
2018-01-26,1.307,6.3199
2018-01-29,1.312,6.3328
2018-01-30,1.3117,6.3199
2018-01-31,1.3103,6.2841
2018-02-01,1.3097,6.2969
2018-02-02,1.3192,6.2984
2018-02-05,1.3188,6.285
2018-02-06,1.3207,6.283
2018-02-07,1.3234,6.2649
2018-02-08,1.331,6.3222
2018-02-09,1.3302,6.2966
2018-02-12,1.3246,6.325
2018-02-13,1.3222,6.338
2018-02-14,1.3177,6.3438
2018-02-15,1.3112,6.3438
2018-02-16,1.3105,6.3438
2018-02-19,ND,ND
2018-02-20,1.3183,6.3351
2018-02-21,1.3206,6.3351
2018-02-22,1.3189,6.3471
2018-02-23,1.3207,6.3329
2018-02-26,1.3173,6.3115
2018-02-27,1.3222,6.3169
2018-02-28,1.3231,6.328
2018-03-01,1.3245,6.3565
2018-03-02,1.3203,6.3428
2018-03-05,1.3186,6.3491
2018-03-06,1.3156,6.3093
2018-03-07,1.3161,6.3225
2018-03-08,1.3174,6.3389
2018-03-09,1.315,6.3285
2018-03-12,1.3133,6.327
2018-03-13,1.3105,6.318
2018-03-14,1.3088,6.314
2018-03-15,1.3118,6.3202
2018-03-16,1.3173,6.33
2018-03-19,1.3173,6.3291
2018-03-20,1.3181,6.3328
2018-03-21,1.3172,6.32
2018-03-22,1.3165,6.331
2018-03-23,1.3135,6.311
2018-03-26,1.3101,6.2685
2018-03-27,1.308,6.2781
2018-03-28,1.3094,6.2946
2018-03-29,1.3109,6.2876
2018-03-30,1.3105,6.2726
2018-04-02,1.3124,6.2785
2018-04-03,1.3115,6.2881
2018-04-04,1.3126,6.3045
2018-04-05,1.3168,6.3045
2018-04-06,1.3171,6.3045
2018-04-09,1.3112,6.3035
2018-04-10,1.3095,6.2798
2018-04-11,1.3082,6.2655
2018-04-12,1.3126,6.2876
2018-04-13,1.312,6.2725
2018-04-16,1.3116,6.2752
2018-04-17,1.3108,6.2804
2018-04-18,1.31,6.2722
2018-04-19,1.3103,6.2765
2018-04-20,1.3155,6.2945
2018-04-23,1.3245,6.3158
2018-04-24,1.3229,6.3035
2018-04-25,1.329,6.3236
2018-04-26,1.3272,6.334
2018-04-27,1.3244,6.3325
2018-04-30,1.3249,6.3325
2018-05-01,1.3327,6.3325
2018-05-02,1.3353,6.361
2018-05-03,1.3329,6.352
2018-05-04,1.3335,6.3589
2018-05-07,1.3351,6.364
2018-05-08,1.3405,6.369
2018-05-09,1.344,6.3585
2018-05-10,1.3394,6.344
2018-05-11,1.3354,6.3333
2018-05-14,1.3326,6.336
2018-05-15,1.343,6.376
2018-05-16,1.3411,6.3706
2018-05-17,1.3423,6.3645
2018-05-18,1.3429,6.3768
2018-05-21,1.3426,6.3815
2018-05-22,1.3378,6.366
2018-05-23,1.3451,6.3875
2018-05-24,1.3399,6.3757
2018-05-25,1.3409,6.3903
2018-05-28,ND,ND
2018-05-29,1.3468,6.4162
2018-05-30,1.3387,6.4175
2018-05-31,1.3389,6.4096
2018-06-01,1.3379,6.418
2018-06-04,1.3364,6.405
2018-06-05,1.3358,6.4042
2018-06-06,1.332,6.385
2018-06-07,1.3329,6.389
2018-06-08,1.3353,6.4031
2018-06-11,1.3344,6.4
2018-06-12,1.3344,6.3992
2018-06-13,1.3348,6.3944
2018-06-14,1.3406,6.398
2018-06-15,1.3496,6.4379
2018-06-18,1.3522,6.4379
2018-06-19,1.3571,6.4802
2018-06-20,1.3573,6.4713
2018-06-21,1.3578,6.49
2018-06-22,1.3592,6.5027
2018-06-25,1.3631,6.536
2018-06-26,1.3622,6.5759
2018-06-27,1.3647,6.5992
2018-06-28,1.3673,6.6235
2018-06-29,1.3626,6.6171
2018-07-02,1.3706,6.6632
2018-07-03,1.3657,6.6368
2018-07-04,ND,ND
2018-07-05,1.3646,6.6341
2018-07-06,1.3585,6.6396
2018-07-09,1.3566,6.6123
2018-07-10,1.3555,6.6296
2018-07-11,1.3605,6.6764
2018-07-12,1.3617,6.663
2018-07-13,1.3666,6.69
2018-07-16,1.3619,6.6866
2018-07-17,1.3637,6.7018
2018-07-18,1.3655,6.7161
2018-07-19,1.3728,6.7701
2018-07-20,1.3632,6.7659
2018-07-23,1.3653,6.7927
2018-07-24,1.3641,6.7912
2018-07-25,1.362,6.7658
2018-07-26,1.3632,6.7865
2018-07-27,1.361,6.8097
2018-07-30,1.3605,6.8102
2018-07-31,1.3604,6.8038
2018-08-01,1.3619,6.8154
2018-08-02,1.3666,6.838
2018-08-03,1.3646,6.8309
2018-08-06,1.3676,6.85
2018-08-07,1.3636,6.828
2018-08-08,1.3638,6.8344
2018-08-09,1.3648,6.8199
2018-08-10,1.3721,6.8458
2018-08-13,1.3768,6.888
2018-08-14,1.3764,6.8809
2018-08-15,1.3804,6.933
2018-08-16,1.3743,6.8792
2018-08-17,1.3726,6.874
2018-08-20,1.3711,6.8546
2018-08-21,1.3675,6.8444
2018-08-22,1.3666,6.84
2018-08-23,1.3723,6.8748
2018-08-24,1.3651,6.803
2018-08-27,1.3627,6.8145
2018-08-28,1.3621,6.8018
2018-08-29,1.3658,6.819
2018-08-30,1.3684,6.8415
2018-08-31,1.3722,6.83
2018-09-03,ND,ND
2018-09-04,1.3761,6.8427
2018-09-05,1.3763,6.827
2018-09-06,1.3752,6.8322
2018-09-07,1.3781,6.8419
2018-09-10,1.3785,6.8545
2018-09-11,1.3774,6.8704
2018-09-12,1.3733,6.8574
2018-09-13,1.3713,6.8407
2018-09-14,1.3723,6.8673
2018-09-17,1.3711,6.854
2018-09-18,1.3703,6.8591
2018-09-19,1.3691,6.8466
2018-09-20,1.367,6.8455
2018-09-21,1.365,6.8559
2018-09-24,1.3645,6.8559
2018-09-25,1.3656,6.8632
2018-09-26,1.3648,6.8763
2018-09-27,1.3664,6.888
2018-09-28,1.3667,6.868
2018-10-01,1.3716,6.868
2018-10-02,1.3729,6.868
2018-10-03,1.3773,6.868
2018-10-04,1.3806,6.868
2018-10-05,1.3832,6.868
2018-10-08,ND,ND
2018-10-09,1.3834,6.9217
2018-10-10,1.3813,6.9224
2018-10-11,1.3784,6.888
2018-10-12,1.378,6.9182
2018-10-15,1.3752,6.9131
2018-10-16,1.3733,6.9102
2018-10-17,1.3748,6.9263
2018-10-18,1.3797,6.9367
2018-10-19,1.3768,6.9291
2018-10-22,1.3804,6.9446
2018-10-23,1.3786,6.9373
2018-10-24,1.3804,6.942
2018-10-25,1.3802,6.9477
2018-10-26,1.3803,6.9425
2018-10-29,1.3826,6.9605
2018-10-30,1.3841,6.9663
2018-10-31,1.3845,6.9737
2018-11-01,1.3765,6.9205
2018-11-02,1.3741,6.8894
2018-11-05,1.3755,6.9249
2018-11-06,1.3742,6.9172
2018-11-07,1.3698,6.9174
2018-11-08,1.3724,6.9318
2018-11-09,1.3792,6.9553
2018-11-12,ND,ND
2018-11-13,1.38,6.9546
2018-11-14,1.3789,6.95
2018-11-15,1.3761,6.938
2018-11-16,1.3723,6.9367
2018-11-19,1.3714,6.9398
2018-11-20,1.3734,6.9448
2018-11-21,1.3727,6.9248
2018-11-22,ND,ND
2018-11-23,1.3752,6.9477
2018-11-26,1.3748,6.9397
2018-11-27,1.3788,6.9498
2018-11-28,1.3773,6.9534
2018-11-29,1.3712,6.9419
2018-11-30,1.3716,6.9558
2018-12-03,1.3666,6.8798
2018-12-04,1.3637,6.8343
2018-12-05,ND,ND
2018-12-06,1.3703,6.8816
2018-12-07,1.3701,6.8733
2018-12-10,1.3738,6.9077
2018-12-11,1.3745,6.8968
2018-12-12,1.3718,6.8778
2018-12-13,1.3713,6.8798
2018-12-14,1.3767,6.905
2018-12-17,1.3738,6.8962
2018-12-18,1.3716,6.8939
2018-12-19,1.3688,6.8918
2018-12-20,1.3702,6.8834
2018-12-21,1.3734,6.9048
2018-12-24,ND,ND
2018-12-25,ND,ND
2018-12-26,1.3707,6.8847
2018-12-27,1.3713,6.8649
2018-12-28,1.3668,6.8755
2018-12-31,1.3623,6.8755
2019-01-01,ND,ND
2019-01-02,1.3652,6.8597
2019-01-03,1.3637,6.8708
2019-01-04,1.3594,6.8663
2019-01-07,1.3558,6.8501
2019-01-08,1.3579,6.8519
2019-01-09,1.3538,6.8117
2019-01-10,1.3516,6.7875
2019-01-11,1.3524,6.7596
2019-01-14,ND,ND
2019-01-15,1.3564,6.7595
2019-01-16,1.3541,6.7532
2019-01-17,1.3564,6.7735
2019-01-18,1.3582,6.7765
2019-01-21,ND,ND
2019-01-22,1.3595,6.8072
2019-01-23,1.3593,6.7897
2019-01-24,1.3604,6.7835
2019-01-25,1.3535,6.7448
2019-01-28,1.353,6.7437
2019-01-29,1.3523,6.7304
2019-01-30,1.3514,6.7115
2019-01-31,1.3455,6.6958
2019-02-01,1.35,6.7426
2019-02-04,1.3527,6.7426
2019-02-05,1.3521,6.7426
2019-02-06,1.3545,6.7426
2019-02-07,1.3562,6.7426
2019-02-08,1.3562,6.7426
2019-02-11,1.3611,6.7907
2019-02-12,1.3567,6.7726
2019-02-13,1.3579,6.7598
2019-02-14,1.3587,6.7711
2019-02-15,1.3574,6.768
2019-02-18,ND,ND
2019-02-19,1.3538,6.756
2019-02-20,ND,ND
2019-02-21,1.3536,6.7195
2019-02-22,1.3509,6.7112
2019-02-25,1.3497,6.6844
2019-02-26,1.348,6.698
2019-02-27,1.3491,6.6822
2019-02-28,1.352,6.6912
2019-03-01,1.3549,6.7048
2019-03-04,1.3546,6.7045
2019-03-05,1.3566,6.706
2019-03-06,1.3574,6.7099
2019-03-07,1.3596,6.7132
2019-03-08,1.3586,6.7201
2019-03-11,1.3589,6.7215
2019-03-12,1.3561,6.707
2019-03-13,1.3535,6.7064
2019-03-14,1.3557,6.7209
2019-03-15,1.3528,6.7129
2019-03-18,1.3518,6.7121
2019-03-19,1.3509,6.7106
2019-03-20,1.3502,6.6916
2019-03-21,1.3494,6.6952
2019-03-22,1.3521,6.7162
2019-03-25,1.3499,6.7079
2019-03-26,1.3512,6.7145
2019-03-27,1.3564,6.7262
2019-03-28,1.3563,6.7381
2019-03-29,1.3544,6.7112
2019-04-01,1.3547,6.7102
2019-04-02,1.3565,6.7223
2019-04-03,1.3529,6.7098
2019-04-04,1.3547,6.7167
2019-04-05,1.3553,6.7182
2019-04-08,1.3546,6.7158
2019-04-09,1.3533,6.7111
2019-04-10,1.3521,6.7153
2019-04-11,1.3555,6.7188
2019-04-12,1.353,6.7039
2019-04-15,1.3524,6.7072
2019-04-16,1.3541,6.7112
2019-04-17,1.353,6.687
2019-04-18,1.3559,6.7081
2019-04-19,1.3553,6.7032
2019-04-22,1.3564,6.7112
2019-04-23,1.3575,6.7249
2019-04-24,1.3604,6.7207
2019-04-25,1.3633,6.7418
2019-04-26,1.3605,6.7282
2019-04-29,1.3619,6.7332
2019-04-30,1.3613,6.7347
2019-05-01,1.3586,6.7319
2019-05-02,1.3626,6.7337
2019-05-03,1.3609,6.7337
2019-05-06,1.3631,6.7602
2019-05-07,1.3636,6.7755
2019-05-08,1.3617,6.7818
2019-05-09,1.3653,6.8256
2019-05-10,1.3624,6.8217
2019-05-13,1.3704,6.8765
2019-05-14,1.3682,6.8737
2019-05-15,1.3686,6.8742
2019-05-16,1.3706,6.8832
2019-05-17,1.3769,6.9182
2019-05-20,1.3761,6.9111
2019-05-21,1.3775,6.9007
2019-05-22,1.3789,6.9054
2019-05-23,1.3791,6.9087
2019-05-24,1.3756,6.8997
2019-05-27,ND,ND
2019-05-28,1.3778,6.9078
2019-05-29,1.3818,6.9138
2019-05-30,1.379,6.9011
2019-05-31,1.3753,6.9027
2019-06-03,1.3686,6.9028
2019-06-04,1.369,6.9072
2019-06-05,1.366,6.9084
2019-06-06,1.363,6.9082
2019-06-07,1.3624,6.9057
2019-06-10,1.3658,6.9298
2019-06-11,1.3639,6.9107
2019-06-12,1.3648,6.9161
2019-06-13,1.3667,6.9212
2019-06-14,1.3707,6.9247
2019-06-17,1.3703,6.9251
2019-06-18,1.3675,6.9002
2019-06-19,1.3655,6.8996
2019-06-20,1.356,6.851
2019-06-21,1.3565,6.8686
2019-06-24,1.3537,6.8758
2019-06-25,1.3526,6.8791
2019-06-26,1.3527,6.8781
2019-06-27,1.3534,6.8762
2019-06-28,1.3533,6.865
2019-07-01,1.3566,6.8487
2019-07-02,1.3559,6.8717
2019-07-03,1.3563,6.8806
2019-07-04,ND,ND
2019-07-05,1.3608,6.8925
2019-07-08,1.3599,6.8808
2019-07-09,1.3615,6.8866
2019-07-10,1.357,6.8705
2019-07-11,1.3561,6.8682
2019-07-12,1.3593,6.8796
2019-07-15,1.3563,6.8769
2019-07-16,1.3583,6.8753
2019-07-17,1.3603,6.8731
2019-07-18,1.3605,6.8788
2019-07-19,1.3604,6.8812
2019-07-22,1.3606,6.8803
2019-07-23,1.3651,6.8787
2019-07-24,1.3636,6.8717
2019-07-25,1.3666,6.8714
2019-07-26,1.3698,6.8785
2019-07-29,1.37,6.8927
2019-07-30,1.3711,6.8833
2019-07-31,1.3687,6.8833
2019-08-01,1.372,6.8972
2019-08-02,1.3754,6.9387
2019-08-05,1.3819,7.0481
2019-08-06,1.381,7.0192
2019-08-07,1.3831,7.0592
2019-08-08,1.3813,7.044
2019-08-09,1.384,7.0613
2019-08-12,1.3866,7.0578
2019-08-13,1.383,7.0423
2019-08-14,1.3896,7.0224
2019-08-15,1.3885,7.0327
2019-08-16,1.3852,7.0413
2019-08-19,1.3861,7.0499
2019-08-20,1.385,7.0597
2019-08-21,1.3829,7.0623
2019-08-22,1.3857,7.0829
2019-08-23,1.3868,7.0928
2019-08-26,1.3878,7.1503
2019-08-27,1.389,7.1603
2019-08-28,1.3881,7.1628
2019-08-29,1.388,7.1434
2019-08-30,1.3879,7.1543
2019-09-02,ND,ND
2019-09-03,1.3906,7.1786
2019-09-04,1.3842,7.144
2019-09-05,1.3841,7.1468
2019-09-06,1.3797,7.1131
2019-09-09,1.3788,7.121
2019-09-10,1.379,7.1121
2019-09-11,1.3798,7.1153
2019-09-12,1.3741,7.0787
2019-09-13,1.3727,7.0754
2019-09-16,1.3753,7.0659
2019-09-17,1.3745,7.0905
2019-09-18,1.3735,7.0849
2019-09-19,1.3787,7.0959
2019-09-20,1.3763,7.0909
2019-09-23,1.3777,7.1168
2019-09-24,1.3764,7.1138
2019-09-25,1.3788,7.1313
2019-09-26,1.3816,7.13
2019-09-27,1.3812,7.1218
2019-09-30,1.383,7.1477
2019-10-01,1.3851,7.1473
2019-10-02,1.3844,7.1473
2019-10-03,1.38,7.1473
2019-10-04,1.3785,7.1473
2019-10-07,1.3808,7.1473
2019-10-08,1.3824,7.1422
2019-10-09,1.3807,7.1316
2019-10-10,1.3755,7.1153
2019-10-11,1.3714,7.0868
2019-10-14,ND,ND
2019-10-15,1.3709,7.0814
2019-10-16,1.3704,7.092
2019-10-17,1.3648,7.0766
2019-10-18,1.3645,7.0805
2019-10-21,1.3611,7.0748
2019-10-22,1.3622,7.0761
2019-10-23,1.3632,7.0624
2019-10-24,1.3638,7.0684
2019-10-25,1.363,7.0647
2019-10-28,1.3619,7.067
2019-10-29,1.3621,7.0655
2019-10-30,1.3623,7.0541
2019-10-31,1.3608,7.0379
2019-11-01,1.3567,7.0368
2019-11-04,1.3575,7.03
2019-11-05,1.3592,7.0082
2019-11-06,1.36,6.9968
2019-11-07,1.3579,6.9766
2019-11-08,1.3591,6.9954
2019-11-11,ND,ND
2019-11-12,1.3617,7.0066
2019-11-13,1.3626,7.0223
2019-11-14,1.3622,7.0195
2019-11-15,1.3602,7.0075
