DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
2010-03-04,1.4001,6.8258
2010-03-05,1.3991,6.826
2010-03-08,1.3992,6.8261
2010-03-09,1.3983,6.8263
2010-03-10,1.3976,6.8259
2010-03-11,1.3977,6.8266
2010-03-12,1.394,6.8254
2010-03-15,1.3981,6.8259
2010-03-16,1.3949,6.8257
2010-03-17,1.393,6.8259
2010-03-18,1.396,6.8261
2010-03-19,1.398,6.8265
2010-03-22,1.4025,6.8266
2010-03-23,1.3999,6.8263
2010-03-24,1.4055,6.8266
2010-03-25,1.4055,6.827
2010-03-26,1.4033,6.8269
2010-03-29,1.3988,6.8264
2010-03-30,1.3997,6.8258
2010-03-31,1.3986,6.8258
2010-04-01,1.3965,6.8263
2010-04-02,1.3985,6.8255
2010-04-05,1.3971,6.8256
2010-04-06,1.3966,6.825
2010-04-07,1.3946,6.8254
2010-04-08,1.3941,6.824
2010-04-09,1.389,6.8229
2010-04-12,1.3902,6.8252
2010-04-13,1.3922,6.8255
2010-04-14,1.3732,6.8258
2010-04-15,1.3744,6.826
2010-04-16,1.3746,6.8253
2010-04-19,1.3795,6.8262
2010-04-20,1.3749,6.8253
2010-04-21,1.3723,6.8275
2010-04-22,1.3733,6.8263
2010-04-23,1.371,6.827
2010-04-26,1.3679,6.8266
2010-04-27,1.3722,6.8256
2010-04-28,1.3763,6.8245
2010-04-29,1.3683,6.8259
2010-04-30,1.3701,6.8247
2010-05-03,1.3717,6.8245
2010-05-04,1.3783,6.826
2010-05-05,1.3915,6.8263
2010-05-06,1.3975,6.8265
2010-05-07,1.3951,6.8254
2010-05-10,1.3804,6.8263
2010-05-11,1.3808,6.8285
2010-05-12,1.38,6.827
2010-05-13,1.3813,6.8278
2010-05-14,1.3868,6.8263
2010-05-17,1.3932,6.8274
2010-05-18,1.3883,6.8273
2010-05-19,1.3997,6.8269
2010-05-20,1.41,6.8277
2010-05-21,1.408,6.8262
2010-05-24,1.4055,6.8286
2010-05-25,1.4187,6.831
2010-05-26,1.4078,6.8292
2010-05-27,1.4019,6.8296
2010-05-28,1.404,6.8305
2010-05-31,ND,ND
2010-06-01,1.409,6.8275
2010-06-02,1.4092,6.8296
2010-06-03,1.4054,6.8283
2010-06-04,1.4117,6.8268
2010-06-07,1.4146,6.8322
2010-06-08,1.4156,6.8294
2010-06-09,1.411,6.8285
2010-06-10,1.4037,6.8305
2010-06-11,1.403,6.832
2010-06-14,1.3935,6.8323
2010-06-15,1.394,6.8323
2010-06-16,1.3939,6.8323
2010-06-17,1.392,6.829
2010-06-18,1.3845,6.8267
2010-06-21,1.3743,6.7968
2010-06-22,1.3812,6.8127
2010-06-23,1.3866,6.8124
2010-06-24,1.3926,6.8001
2010-06-25,1.3891,6.7911
2010-06-28,1.386,6.796
2010-06-29,1.4012,6.7977
2010-06-30,1.3961,6.7815
2010-07-01,1.395,6.7807
2010-07-02,1.3945,6.7709
2010-07-05,ND,ND
2010-07-06,1.3856,6.7801
2010-07-07,1.387,6.777
2010-07-08,1.3797,6.7763
2010-07-09,1.3802,6.772
2010-07-12,1.3831,6.7709
2010-07-13,1.3755,6.772
2010-07-14,1.3732,6.7714
2010-07-15,1.3751,6.7774
2010-07-16,1.3768,6.775
2010-07-19,1.3769,6.778
2010-07-20,1.3745,6.7781
2010-07-21,1.3753,6.7769
2010-07-22,1.373,6.7795
2010-07-23,1.3709,6.7803
2010-07-26,1.3611,6.7788
2010-07-27,1.3623,6.7781
2010-07-28,1.366,6.778
2010-07-29,1.3629,6.776
2010-07-30,1.3595,6.7735
2010-08-02,1.3506,6.774
2010-08-03,1.349,6.7728
2010-08-04,1.3521,6.772
2010-08-05,1.3528,6.7705
2010-08-06,1.3475,6.768
2010-08-09,1.3477,6.767
2010-08-10,1.356,6.772
2010-08-11,1.3645,6.7745
2010-08-12,1.3608,6.7843
2010-08-13,1.3625,6.7957
2010-08-16,1.3612,6.8038
2010-08-17,1.3528,6.792
2010-08-18,1.3489,6.7911
2010-08-19,1.3545,6.7897
2010-08-20,1.3583,6.79
2010-08-23,1.357,6.7995
2010-08-24,1.3591,6.7966
2010-08-25,1.3607,6.7995
2010-08-26,1.355,6.7998
2010-08-27,1.3528,6.7977
2010-08-30,1.354,6.8029
2010-08-31,1.3546,6.8069
2010-09-01,1.3468,6.8102
2010-09-02,1.3457,6.807
2010-09-03,1.3437,6.8014
2010-09-06,ND,ND
2010-09-07,1.3477,6.7906
2010-09-08,1.343,6.794
2010-09-09,1.341,6.782
2010-09-10,1.34,6.769
2010-09-13,1.3362,6.7595
2010-09-14,1.3326,6.743
2010-09-15,1.3379,6.738
2010-09-16,1.3373,6.725
2010-09-17,1.3363,6.723
2010-09-20,1.3331,6.7135
2010-09-21,1.3315,6.7059
2010-09-22,1.3258,6.7035
2010-09-23,1.3262,6.7046
2010-09-24,1.3226,6.7035
2010-09-27,1.3217,6.6911
2010-09-28,1.318,6.6904
2010-09-29,1.315,6.6869
2010-09-30,1.3162,6.6905
2010-10-01,1.3117,6.6895
2010-10-04,1.3143,6.6912
2010-10-05,1.3098,6.6906
2010-10-06,1.3072,6.6893
2010-10-07,1.3075,6.6903
2010-10-08,1.3055,6.671
2010-10-11,ND,ND
2010-10-12,1.306,6.6733
2010-10-13,1.3027,6.6634
2010-10-14,1.2972,6.6505
2010-10-15,1.2961,6.6397
2010-10-18,1.2985,6.644
2010-10-19,1.3075,6.6444
2010-10-20,1.3028,6.6518
2010-10-21,1.299,6.6502
2010-10-22,1.2994,6.6583
2010-10-25,1.292,6.6579
2010-10-26,1.2974,6.6625
2010-10-27,1.306,6.6805
2010-10-28,1.296,6.6867
2010-10-29,1.2945,6.6707
2010-11-01,1.2916,6.6892
2010-11-02,1.2872,6.6775
2010-11-03,1.2887,6.6758
2010-11-04,1.2824,6.6609
2010-11-05,1.2862,6.655
2010-11-08,1.2869,6.6791
2010-11-09,1.2855,6.6424
2010-11-10,1.2885,6.6335
2010-11-11,ND,ND
2010-11-12,1.2934,6.6368
2010-11-15,1.3009,6.6418
2010-11-16,1.3046,6.6378
2010-11-17,1.3017,6.6415
2010-11-18,1.2963,6.633
2010-11-19,1.298,6.6398
2010-11-22,1.2981,6.6414
2010-11-23,1.3129,6.6433
2010-11-24,1.3085,6.6529
2010-11-25,ND,ND
2010-11-26,1.3194,6.6675
2010-11-29,1.3223,6.66
2010-11-30,1.3202,6.667
2010-12-01,1.309,6.663
2010-12-02,1.3062,6.6609
2010-12-03,1.303,6.6628
2010-12-06,1.3055,6.6483
2010-12-07,1.3035,6.6455
2010-12-08,1.3147,6.6616
2010-12-09,1.312,6.6549
2010-12-10,1.3083,6.655
2010-12-13,1.3043,6.6652
2010-12-14,1.3012,6.6563
2010-12-15,1.3126,6.6541
2010-12-16,1.3163,6.6635
2010-12-17,1.3164,6.6545
2010-12-20,1.3165,6.6745
2010-12-21,1.3125,6.658
2010-12-22,1.3068,6.645
2010-12-23,1.3046,6.645
2010-12-24,ND,ND
2010-12-27,1.3005,6.6306
2010-12-28,1.2967,6.6247
2010-12-29,1.2942,6.62
2010-12-30,1.2885,6.6
2010-12-31,ND,ND
2011-01-03,1.2842,6.5895
2011-01-04,1.2874,6.6065
2011-01-05,1.2911,6.585
2011-01-06,1.2949,6.626
2011-01-07,1.2945,6.6276
2011-01-10,1.2986,6.6364
2011-01-11,1.2938,6.6185
2011-01-12,1.2892,6.6037
2011-01-13,1.2842,6.6044
2011-01-14,1.2886,6.5876
2011-01-17,ND,ND
2011-01-18,1.2824,6.5828
2011-01-19,1.2815,6.5823
2011-01-20,1.2887,6.5852
2011-01-21,1.283,6.5831
2011-01-24,1.2806,6.5809
2011-01-25,1.2819,6.5824
2011-01-26,1.2793,6.5814
2011-01-27,1.2791,6.5814
2011-01-28,1.2841,6.5819
2011-01-31,1.2794,6.6017
2011-02-01,1.2712,6.5937
2011-02-02,1.272,6.556
2011-02-03,1.2741,6.556
2011-02-04,1.2746,6.556
2011-02-07,1.2742,6.56
2011-02-08,1.2716,6.552
2011-02-09,1.2736,6.5914
2011-02-10,1.2768,6.5864
2011-02-11,1.2829,6.5917
2011-02-14,1.2821,6.5965
2011-02-15,1.28,6.5884
2011-02-16,1.2796,6.5884
2011-02-17,1.2757,6.585
2011-02-18,1.2736,6.5731
2011-02-21,ND,ND
2011-02-22,1.2791,6.5795
2011-02-23,1.2772,6.5741
2011-02-24,1.2756,6.572
2011-02-25,1.2727,6.5749
2011-02-28,1.272,6.5713
2011-03-01,1.2707,6.57
2011-03-02,1.2694,6.5723
2011-03-03,1.268,6.5717
2011-03-04,1.2665,6.567
2011-03-07,1.2655,6.554
2011-03-08,1.2675,6.5684
2011-03-09,1.2675,6.558
2011-03-10,1.2715,6.5731
2011-03-11,1.2682,6.5742
2011-03-14,1.2675,6.5696
2011-03-15,1.2805,6.573
2011-03-16,1.2817,6.5713
2011-03-17,1.2782,6.5743
2011-03-18,1.2744,6.5689
2011-03-21,1.2672,6.5635
2011-03-22,1.2631,6.551
2011-03-23,1.2654,6.5591
2011-03-24,1.2603,6.558
2011-03-25,1.2605,6.5568
2011-03-28,1.2612,6.5643
2011-03-29,1.262,6.56
2011-03-30,1.2621,6.5558
2011-03-31,1.26,6.5483
2011-04-01,1.2606,6.5477
2011-04-04,1.2602,6.5385
2011-04-05,1.2605,6.539
2011-04-06,1.2602,6.544
2011-04-07,1.2611,6.542
2011-04-08,1.257,6.535
2011-04-11,1.2556,6.5381
2011-04-12,1.2588,6.5402
2011-04-13,1.2556,6.5333
2011-04-14,1.248,6.531
2011-04-15,1.2424,6.5317
2011-04-18,1.2489,6.5286
2011-04-19,1.245,6.5303
2011-04-20,1.2385,6.5254
2011-04-21,1.2341,6.492
2011-04-22,1.2338,6.5067
2011-04-25,1.2355,6.5277
2011-04-26,1.2321,6.527
2011-04-27,1.2327,6.5112
2011-04-28,1.2292,6.501
2011-04-29,1.223,6.49
2011-05-02,1.2222,6.492
2011-05-03,1.225,6.4955
2011-05-04,1.2312,6.4925
2011-05-05,1.2382,6.4931
2011-05-06,1.2337,6.4925
2011-05-09,1.2335,6.4937
2011-05-10,1.2335,6.4915
2011-05-11,1.2321,6.4915
2011-05-12,1.241,6.4986
2011-05-13,1.2458,6.4977
2011-05-16,1.25,6.5073
2011-05-17,1.2494,6.5057
2011-05-18,1.2408,6.5029
2011-05-19,1.2399,6.5042
2011-05-20,1.2384,6.4917
2011-05-23,1.2488,6.505
2011-05-24,1.246,6.499
2011-05-25,1.246,6.493
2011-05-26,1.2461,6.4913
2011-05-27,1.236,6.492
2011-05-30,ND,ND
2011-05-31,1.2342,6.4786
2011-06-01,1.231,6.478
2011-06-02,1.2356,6.4824
2011-06-03,1.2292,6.4796
2011-06-06,1.2287,6.4796
2011-06-07,1.2283,6.481
2011-06-08,1.2315,6.4754
2011-06-09,1.2292,6.4757
2011-06-10,1.2345,6.4801
2011-06-13,1.2371,6.483
2011-06-14,1.2307,6.4794
2011-06-15,1.2365,6.482
2011-06-16,1.2405,6.4746
2011-06-17,1.2332,6.47
2011-06-20,1.2349,6.472
2011-06-21,1.2312,6.465
2011-06-22,1.2306,6.4628
2011-06-23,1.2385,6.4676
2011-06-24,1.2372,6.4737
2011-06-27,1.2412,6.4815
2011-06-28,1.2387,6.4699
2011-06-29,1.2327,6.4633
2011-06-30,1.2273,6.4635
2011-07-01,1.2264,6.4645
2011-07-04,ND,ND
2011-07-05,1.2274,6.466
2011-07-06,1.2287,6.467
2011-07-07,1.223,6.4655
2011-07-08,1.2217,6.4645
2011-07-11,1.2272,6.4671
2011-07-12,1.2248,6.472
2011-07-13,1.2176,6.4675
2011-07-14,1.2175,6.459
2011-07-15,1.2173,6.461
2011-07-18,1.2192,6.4688
2011-07-19,1.2152,6.4631
2011-07-20,1.2138,6.4581
2011-07-21,1.2102,6.4535
2011-07-22,1.2082,6.4464
2011-07-25,1.207,6.445
2011-07-26,1.2034,6.4411
2011-07-27,1.2031,6.4428
2011-07-28,1.2021,6.4418
2011-07-29,1.2031,6.436
2011-08-01,1.205,6.4337
2011-08-02,1.2044,6.4379
2011-08-03,1.2065,6.434
2011-08-04,1.2195,6.4377
2011-08-05,1.2214,6.4401
2011-08-08,1.2171,6.4342
2011-08-09,1.2146,6.4304
2011-08-10,1.2177,6.4172
2011-08-11,1.2116,6.3935
2011-08-12,1.211,6.3892
2011-08-15,1.2035,6.3902
2011-08-16,1.2007,6.3818
2011-08-17,1.2025,6.3839
2011-08-18,1.2153,6.3873
2011-08-19,1.208,6.391
2011-08-22,1.2085,6.4004
2011-08-23,1.2038,6.3975
2011-08-24,1.2055,6.388
2011-08-25,1.2105,6.39
2011-08-26,1.2035,6.386
2011-08-29,1.2052,6.3809
2011-08-30,1.2063,6.3802
2011-08-31,1.2031,6.3778
2011-09-01,1.2023,6.3812
2011-09-02,1.2045,6.3821
2011-09-05,ND,ND
2011-09-06,1.2101,6.3901
2011-09-07,1.2093,6.394
2011-09-08,1.213,6.3833
2011-09-09,1.2273,6.388
2011-09-12,1.2362,6.3877
2011-09-13,1.241,6.397
2011-09-14,1.2453,6.391
2011-09-15,1.2442,6.3904
2011-09-16,1.2397,6.3833
2011-09-19,1.2632,6.3864
2011-09-20,1.258,6.3837
2011-09-21,1.274,6.3811
2011-09-22,1.3088,6.3879
2011-09-23,1.295,6.3877
2011-09-26,1.2981,6.3975
2011-09-27,1.2795,6.3975
2011-09-28,1.2855,6.3933
2011-09-29,1.292,6.3964
2011-09-30,1.3006,6.378
2011-10-03,1.3104,6.3745
2011-10-04,1.3135,6.3745
2011-10-05,1.3038,6.3745
2011-10-06,1.3008,6.378
2011-10-07,1.2903,6.3745
2011-10-10,ND,ND
2011-10-11,1.2817,6.3745
2011-10-12,1.2751,6.358
2011-10-13,1.2803,6.382
2011-10-14,1.2662,6.378
2011-10-17,1.2675,6.3695
2011-10-18,1.2691,6.3804
2011-10-19,1.2657,6.3769
2011-10-20,1.2727,6.3825
2011-10-21,1.2743,6.3823
2011-10-24,1.2654,6.3744
2011-10-25,1.263,6.3605
2011-10-26,1.2743,6.3534
2011-10-27,1.2464,6.359
2011-10-28,1.2421,6.357
2011-10-31,1.2515,6.3547
2011-11-01,1.2782,6.3547
2011-11-02,1.272,6.355
2011-11-03,1.2718,6.3513
2011-11-04,1.2676,6.34
2011-11-07,1.2701,6.3481
2011-11-08,1.2699,6.3462
2011-11-09,1.2839,6.3401
2011-11-10,1.2902,6.3454
2011-11-11,ND,ND
2011-11-14,1.2905,6.3536
2011-11-15,1.2927,6.3464
2011-11-16,1.2915,6.3445
2011-11-17,1.293,6.3505
2011-11-18,1.2965,6.3565
2011-11-21,1.3023,6.3603
2011-11-22,1.3017,6.3605
2011-11-23,1.3106,6.3576
2011-11-24,ND,ND
2011-11-25,1.3117,6.3802
2011-11-28,1.3001,6.3839
2011-11-29,1.2944,6.3769
2011-11-30,1.2825,6.3765
2011-12-01,1.2823,6.3655
2011-12-02,1.284,6.3596
2011-12-05,1.2777,6.3629
2011-12-06,1.2836,6.3645
2011-12-07,1.2855,6.3642
2011-12-08,1.2943,6.3618
2011-12-09,1.2931,6.3641
2011-12-12,1.3012,6.3604
2011-12-13,1.3013,6.3648
2011-12-14,1.3087,6.371
2011-12-15,1.3078,6.3733
2011-12-16,1.3032,6.3479
2011-12-19,1.3069,6.3376
2011-12-20,1.2988,6.3459
2011-12-21,1.2975,6.3386
2011-12-22,1.2929,6.3392
2011-12-23,1.2935,6.3364
2011-12-26,ND,ND
2011-12-27,1.2965,6.321
2011-12-28,1.2986,6.3211
2011-12-29,1.3003,6.3187
2011-12-30,1.2948,6.2939
2012-01-02,ND,ND
2012-01-03,1.2824,6.294
2012-01-04,1.2873,6.2941
2012-01-05,1.2923,6.3013
2012-01-06,1.2931,6.3088
2012-01-09,1.2973,6.3143
2012-01-10,1.289,6.3141
2012-01-11,1.2923,6.3149
2012-01-12,1.2907,6.3177
2012-01-13,1.2929,6.3065
2012-01-16,ND,ND
2012-01-17,1.2839,6.3136
2012-01-18,1.2785,6.3109
2012-01-19,1.2733,6.3162
2012-01-20,1.2728,6.333
2012-01-23,1.2667,6.333
2012-01-24,1.2693,6.333
2012-01-25,1.27,6.333
2012-01-26,1.2553,6.333
2012-01-27,1.2526,6.333
2012-01-30,1.2575,6.331
2012-01-31,1.2576,6.308
2012-02-01,1.2521,6.3076
2012-02-02,1.2463,6.3017
2012-02-03,1.2424,6.3027
2012-02-06,1.2475,6.312
2012-02-07,1.2457,6.3046
2012-02-08,1.2461,6.2938
2012-02-09,1.2476,6.2947
2012-02-10,1.2591,6.2991
2012-02-13,1.2551,6.2972
2012-02-14,1.2646,6.2995
2012-02-15,1.2609,6.2998
2012-02-16,1.2625,6.3014
2012-02-17,1.2591,6.2985
2012-02-20,ND,ND
2012-02-21,1.2565,6.296
2012-02-22,1.2581,6.296
2012-02-23,1.2565,6.298
2012-02-24,1.2558,6.2976
2012-02-27,1.2545,6.3012
2012-02-28,1.252,6.2989
2012-02-29,1.2474,6.2935
2012-03-01,1.2474,6.3001
2012-03-02,1.2511,6.2982
2012-03-05,1.2577,6.3066
2012-03-06,1.2641,6.3082
2012-03-07,1.2598,6.3097
2012-03-08,1.2527,6.3159
2012-03-09,1.254,6.3109
2012-03-12,1.2613,6.3258
2012-03-13,1.2581,6.3266
2012-03-14,1.2686,6.3315
2012-03-15,1.263,6.3282
2012-03-16,1.258,6.3222
2012-03-19,1.2565,6.3191
2012-03-20,1.2626,6.3203
2012-03-21,1.2652,6.3226
2012-03-22,1.2661,6.299
2012-03-23,1.2625,6.3021
2012-03-26,1.257,6.3139
2012-03-27,1.2562,6.3061
2012-03-28,1.2584,6.3044
2012-03-29,1.2613,6.3057
2012-03-30,1.2573,6.2975
2012-04-02,1.2539,6.2979
2012-04-03,1.251,6.2975
2012-04-04,1.2595,6.2975
2012-04-05,1.2592,6.3123
2012-04-06,1.2605,6.3052
2012-04-09,1.2625,6.31
2012-04-10,1.2627,6.3105
2012-04-11,1.2586,6.3076
2012-04-12,1.2522,6.3069
2012-04-13,1.2474,6.3022
2012-04-16,1.25,6.315
2012-04-17,1.2481,6.3015
2012-04-18,1.2508,6.3026
2012-04-19,1.2508,6.3029
2012-04-20,1.2488,6.308
2012-04-23,1.2486,6.3084
2012-04-24,1.2468,6.3073
2012-04-25,1.2439,6.3039
2012-04-26,1.2401,6.3054
2012-04-27,1.2385,6.3093
2012-04-30,1.2368,6.279
2012-05-01,1.2355,6.3089
2012-05-02,1.2399,6.307
2012-05-03,1.2425,6.3052
2012-05-04,1.2445,6.3059
2012-05-07,1.2465,6.3074
2012-05-08,1.2477,6.3076
2012-05-09,1.2523,6.3096
2012-05-10,1.2494,6.314
2012-05-11,1.2503,6.3097
2012-05-14,1.2558,6.321
2012-05-15,1.2588,6.3176
2012-05-16,1.2667,6.3227
2012-05-17,1.2664,6.3247
2012-05-18,1.2749,6.3245
2012-05-21,1.2725,6.3277
2012-05-22,1.2691,6.3223
2012-05-23,1.2801,6.3343
2012-05-24,1.2762,6.3449
2012-05-25,1.2781,6.3439
2012-05-28,ND,ND
2012-05-29,1.2789,6.3478
2012-05-30,1.288,6.3574
2012-05-31,1.2888,6.3684
2012-06-01,1.2918,6.3692
2012-06-04,1.2876,6.3641
2012-06-05,1.2872,6.367
2012-06-06,1.2763,6.3634
2012-06-07,1.2753,6.3634
2012-06-08,1.2848,6.37
2012-06-11,1.2826,6.369
2012-06-12,1.2834,6.3703
2012-06-13,1.2793,6.3685
2012-06-14,1.2803,6.3702
2012-06-15,1.2718,6.3649
2012-06-18,1.2722,6.3539
2012-06-19,1.2654,6.3542
2012-06-20,1.2679,6.3597
2012-06-21,1.2759,6.3644
2012-06-22,1.2757,6.3644
2012-06-25,1.2843,6.3631
2012-06-26,1.2788,6.3626
2012-06-27,1.2769,6.3561
2012-06-28,1.2808,6.357
2012-06-29,1.2673,6.353
2012-07-02,1.2672,6.3487
2012-07-03,1.2611,6.3519
2012-07-04,ND,ND
2012-07-05,1.2631,6.3557
2012-07-06,1.2729,6.364
2012-07-09,1.2707,6.3709
2012-07-10,1.2668,6.3654
2012-07-11,1.2626,6.3682
2012-07-12,1.2699,6.3732
2012-07-13,1.2651,6.3789
2012-07-16,1.2648,6.3784
2012-07-17,1.2623,6.3725
2012-07-18,1.2585,6.369
2012-07-19,1.2533,6.3724
2012-07-20,1.2556,6.3734
2012-07-23,1.2624,6.3856
2012-07-24,1.261,6.3857
2012-07-25,1.2581,6.3879
2012-07-26,1.2515,6.3839
2012-07-27,1.2481,6.3807
2012-07-30,1.2468,6.3792
2012-07-31,1.2437,6.361
2012-08-01,1.2439,6.368
2012-08-02,1.2502,6.3671
2012-08-03,1.2422,6.3721
2012-08-06,1.2403,6.3738
2012-08-07,1.2413,6.3664
2012-08-08,1.2441,6.361
2012-08-09,1.2449,6.3579
2012-08-10,1.2446,6.3599
2012-08-13,1.2458,6.3611
2012-08-14,1.2469,6.3586
2012-08-15,1.2496,6.3619
2012-08-16,1.2495,6.3659
2012-08-17,1.2536,6.358
2012-08-20,1.2532,6.3592
2012-08-21,1.2495,6.3559
2012-08-22,1.2512,6.3515
2012-08-23,1.246,6.3535
2012-08-24,1.2491,6.3542
2012-08-27,1.251,6.3558
2012-08-28,1.2523,6.3525
2012-08-29,1.2526,6.3513
2012-08-30,1.2537,6.3494
2012-08-31,1.2477,6.3484
2012-09-03,ND,ND
2012-09-04,1.2471,6.3465
2012-09-05,1.2474,6.3489
2012-09-06,1.2433,6.3428
2012-09-07,1.2359,6.3428
2012-09-10,1.2347,6.3375
2012-09-11,1.2294,6.3349
2012-09-12,1.2288,6.3261
2012-09-13,1.2299,6.3294
2012-09-14,1.2199,6.3145
2012-09-17,1.2235,6.317
2012-09-18,1.2247,6.3187
2012-09-19,1.2242,6.3091
2012-09-20,1.2256,6.3036
2012-09-21,1.2237,6.3051
2012-09-24,1.2285,6.309
2012-09-25,1.2249,6.3057
2012-09-26,1.232,6.3015
2012-09-27,1.2267,6.3021
2012-09-28,1.2262,6.2848
2012-10-01,1.2286,6.284
2012-10-02,1.2294,6.284
2012-10-03,1.2321,6.284
2012-10-04,1.2286,6.284
2012-10-05,1.2267,6.284
2012-10-08,ND,ND
2012-10-09,1.2302,6.2877
2012-10-10,1.2294,6.2831
2012-10-11,1.2275,6.2765
2012-10-12,1.2223,6.267
2012-10-15,1.2219,6.27
2012-10-16,1.2207,6.2637
2012-10-17,1.2159,6.254
2012-10-18,1.2177,6.2501
2012-10-19,1.2209,6.2533
2012-10-22,1.2214,6.2543
2012-10-23,1.2255,6.2478
2012-10-24,1.2227,6.2478
2012-10-25,1.2202,6.2416
2012-10-26,1.2208,6.248
2012-10-29,1.2207,6.2384
2012-10-30,1.2188,6.2396
2012-10-31,1.22,6.2372
2012-11-01,1.2201,6.2393
2012-11-02,1.2232,6.2411
2012-11-05,1.2249,6.2452
2012-11-06,1.2237,6.2454
2012-11-07,1.2226,6.2435
2012-11-08,1.2232,6.2427
2012-11-09,1.2234,6.245
2012-11-12,ND,ND
2012-11-13,1.2232,6.226
2012-11-14,1.222,6.225
2012-11-15,1.2247,6.2329
2012-11-16,1.2286,6.2354
2012-11-19,1.2238,6.2343
2012-11-20,1.2244,6.2324
2012-11-21,1.2255,6.23
2012-11-22,ND,ND
2012-11-23,1.2225,6.2275
2012-11-26,1.2216,6.2253
2012-11-27,1.2224,6.2221
2012-11-28,1.2228,6.2273
2012-11-29,1.221,6.2281
2012-11-30,1.2206,6.2265
2012-12-03,1.2185,6.2277
2012-12-04,1.2174,6.2254
2012-12-05,1.2185,6.2251
2012-12-06,1.2207,6.2282
2012-12-07,1.2206,6.2299
2012-12-10,1.2215,6.2296
2012-12-11,1.2215,6.246
2012-12-12,1.2216,6.2502
2012-12-13,1.2212,6.2316
2012-12-14,1.2195,6.241
2012-12-17,1.2195,6.236
2012-12-18,1.2174,6.2322
2012-12-19,1.2182,6.2293
2012-12-20,1.2186,6.2297
2012-12-21,1.2211,6.2284
2012-12-24,1.2215,6.2335
2012-12-25,ND,ND
2012-12-26,1.2232,6.2351
2012-12-27,1.2227,6.2358
2012-12-28,1.223,6.2315
2012-12-31,1.2214,6.2301
2013-01-01,ND,ND
2013-01-02,1.2203,6.2301
2013-01-03,1.222,6.2301
2013-01-04,1.2285,6.2303
2013-01-07,1.2305,6.2294
2013-01-08,1.2298,6.2235
2013-01-09,1.2265,6.226
2013-01-10,1.2227,6.223
2013-01-11,1.225,6.2156
2013-01-14,1.2263,6.219
2013-01-15,1.2253,6.2134
2013-01-16,1.2232,6.216
2013-01-17,1.2233,6.2158
2013-01-18,1.2271,6.2152
2013-01-21,ND,ND
2013-01-22,1.2276,6.2196
2013-01-23,1.2267,6.2178
2013-01-24,1.2282,6.2179
2013-01-25,1.2361,6.2203
2013-01-28,1.238,6.224
2013-01-29,1.2337,6.2259
2013-01-30,1.2347,6.2204
2013-01-31,1.2376,6.2186
2013-02-01,1.2393,6.2265
2013-02-04,1.2397,6.2326
2013-02-05,1.2381,6.2292
2013-02-06,1.2376,6.2315
2013-02-07,1.2403,6.2323
2013-02-08,1.2373,6.2323
2013-02-11,1.2405,6.2323
2013-02-12,1.2388,6.2323
2013-02-13,1.2375,6.2323
2013-02-14,1.2355,6.2323
2013-02-15,1.2375,6.2323
2013-02-18,ND,ND
2013-02-19,1.2374,6.2438
2013-02-20,1.2375,6.2371
2013-02-21,1.239,6.2403
2013-02-22,1.2372,6.2346
2013-02-25,1.2387,6.2337
2013-02-26,1.2397,6.2293
2013-02-27,1.2375,6.2271
2013-02-28,1.2369,6.2213
2013-03-01,1.2396,6.2226
2013-03-04,1.2469,6.2246
2013-03-05,1.2473,6.2208
2013-03-06,1.2477,6.2173
2013-03-07,1.2457,6.22
2013-03-08,1.2483,6.2145
2013-03-11,1.2493,6.2179
2013-03-12,1.2475,6.216
2013-03-13,1.249,6.2137
2013-03-14,1.2495,6.2145
2013-03-15,1.2485,6.2133
2013-03-18,1.2494,6.2156
2013-03-19,1.2518,6.2154
2013-03-20,1.2514,6.2117
2013-03-21,1.2488,6.2141
2013-03-22,1.2486,6.212
2013-03-25,1.2443,6.2105
2013-03-26,1.2408,6.2108
2013-03-27,1.2432,6.2138
2013-03-28,1.2406,6.2143
2013-03-29,1.24,6.2108
2013-04-01,1.2401,6.2078
2013-04-02,1.2387,6.1992
2013-04-03,1.2375,6.1962
2013-04-04,1.2416,6.2005
2013-04-05,1.2404,6.2005
2013-04-08,1.2414,6.2031
2013-04-09,1.2391,6.2022
2013-04-10,1.2374,6.1938
2013-04-11,1.2367,6.1961
2013-04-12,1.2366,6.1914
2013-04-15,1.2364,6.1866
2013-04-16,1.2355,6.1824
2013-04-17,1.2354,6.172
2013-04-18,1.2355,6.1811
2013-04-19,1.2369,6.1772
2013-04-22,1.2402,6.1823
2013-04-23,1.2415,6.179
2013-04-24,1.2434,6.1782
2013-04-25,1.2393,6.1707
2013-04-26,1.2364,6.1647
2013-04-29,1.2339,6.1647
2013-04-30,1.232,6.1647
2013-05-01,1.2331,6.1647
2013-05-02,1.235,6.156
2013-05-03,1.2341,6.1555
2013-05-06,1.2313,6.1665
2013-05-07,1.233,6.1539
2013-05-08,1.2274,6.141
2013-05-09,1.2291,6.1306
2013-05-10,1.2389,6.1415
2013-05-13,1.2413,6.1465
2013-05-14,1.2425,6.1426
2013-05-15,1.2472,6.1454
2013-05-16,1.2502,6.1487
2013-05-17,1.2568,6.141
2013-05-20,1.256,6.1386
2013-05-21,1.2602,6.1353
2013-05-22,1.2663,6.1309
2013-05-23,1.263,6.1337
2013-05-24,1.2645,6.1311
2013-05-27,ND,ND
2013-05-28,1.2684,6.1213
